date,zika_unscaled,zika_monthly,isPartial,scale,zika
2018-08-03,0,21.0,,0.21,0.0
2018-08-04,0,21.0,,0.21,0.0
2018-08-05,0,43.0,False,0.43,0.0
2018-08-06,0,43.0,,0.43,0.0
2018-08-07,0,43.0,,0.43,0.0
2018-08-08,100,43.0,,0.43,43.0
2018-08-09,98,43.0,,0.43,42.14
2018-08-10,0,43.0,,0.43,0.0
2018-08-11,0,43.0,,0.43,0.0
2018-08-12,0,21.0,False,0.21,0.0
2018-08-13,0,21.0,,0.21,0.0
2018-08-14,0,21.0,,0.21,0.0
2018-08-15,96,21.0,,0.21,20.16
2018-08-16,0,21.0,,0.21,0.0
2018-08-17,0,21.0,,0.21,0.0
2018-08-18,0,21.0,,0.21,0.0
2018-08-19,0,0.0,False,0.0,0.0
2018-08-20,0,0.0,,0.0,0.0
2018-08-21,0,0.0,,0.0,0.0
2018-08-22,0,0.0,,0.0,0.0
2018-08-23,0,0.0,,0.0,0.0
2018-08-24,0,0.0,,0.0,0.0
2018-08-25,0,0.0,,0.0,0.0
2018-08-26,0,0.0,False,0.0,0.0
2018-08-27,0,0.0,,0.0,0.0
2018-08-28,0,0.0,,0.0,0.0
2018-08-29,0,0.0,,0.0,0.0
2018-08-30,0,0.0,,0.0,0.0
2018-08-31,0,0.0,,0.0,0.0
2018-09-01,0,0.0,,0.0,0.0
2018-09-02,0,0.0,False,0.0,0.0
2018-09-03,0,0.0,,0.0,0.0
2018-09-04,0,0.0,,0.0,0.0
2018-09-05,0,0.0,,0.0,0.0
2018-09-06,0,0.0,,0.0,0.0
2018-09-07,0,0.0,,0.0,0.0
2018-09-08,0,0.0,,0.0,0.0
2018-09-09,61,20.0,False,0.2,12.200000000000001
2018-09-10,0,20.0,,0.2,0.0
2018-09-11,0,20.0,,0.2,0.0
2018-09-12,0,20.0,,0.2,0.0
2018-09-13,0,20.0,,0.2,0.0
2018-09-14,0,20.0,,0.2,0.0
2018-09-15,0,20.0,,0.2,0.0
2018-09-16,0,42.0,False,0.42,0.0
2018-09-17,100,42.0,,0.42,42.0
2018-09-18,0,42.0,,0.42,0.0
2018-09-19,0,42.0,,0.42,0.0
2018-09-20,0,42.0,,0.42,0.0
2018-09-21,0,42.0,,0.42,0.0
2018-09-22,0,42.0,,0.42,0.0
2018-09-23,0,0.0,False,0.0,0.0
2018-09-24,0,0.0,,0.0,0.0
2018-09-25,0,0.0,,0.0,0.0
2018-09-26,0,0.0,,0.0,0.0
2018-09-27,0,0.0,,0.0,0.0
2018-09-28,0,0.0,,0.0,0.0
2018-09-29,0,0.0,,0.0,0.0
2018-09-30,0,21.0,False,0.21,0.0
2018-10-01,0,21.0,,0.21,0.0
2018-10-02,100,21.0,,0.21,21.0
2018-10-03,0,21.0,,0.21,0.0
2018-10-04,0,21.0,,0.21,0.0
2018-10-05,0,21.0,,0.21,0.0
2018-10-06,0,21.0,,0.21,0.0
2018-10-07,0,0.0,False,0.0,0.0
2018-10-08,0,0.0,,0.0,0.0
2018-10-09,0,0.0,,0.0,0.0
2018-10-10,0,0.0,,0.0,0.0
2018-10-11,0,0.0,,0.0,0.0
2018-10-12,0,0.0,,0.0,0.0
2018-10-13,0,0.0,,0.0,0.0
2018-10-14,0,0.0,False,0.0,0.0
2018-10-15,0,0.0,,0.0,0.0
2018-10-16,0,0.0,,0.0,0.0
2018-10-17,0,0.0,,0.0,0.0
2018-10-18,0,0.0,,0.0,0.0
2018-10-19,0,0.0,,0.0,0.0
2018-10-20,0,0.0,,0.0,0.0
2018-10-21,0,0.0,False,0.0,0.0
2018-10-22,0,0.0,,0.0,0.0
2018-10-23,0,0.0,,0.0,0.0
2018-10-24,0,0.0,,0.0,0.0
2018-10-25,0,0.0,,0.0,0.0
2018-10-26,0,0.0,,0.0,0.0
2018-10-27,0,0.0,,0.0,0.0
2018-10-28,0,0.0,False,0.0,0.0
2018-10-29,0,0.0,,0.0,0.0
2018-10-30,0,0.0,,0.0,0.0
2018-10-31,0,0.0,,0.0,0.0
2018-11-01,0,0.0,,0.0,0.0
2018-11-02,0,0.0,,0.0,0.0
2018-11-03,0,0.0,,0.0,0.0
2018-11-04,0,0.0,False,0.0,0.0
2018-11-05,0,0.0,,0.0,0.0
2018-11-06,0,0.0,,0.0,0.0
2018-11-07,0,0.0,,0.0,0.0
2018-11-08,0,0.0,,0.0,0.0
2018-11-09,0,0.0,,0.0,0.0
2018-11-10,0,0.0,,0.0,0.0
2018-11-11,0,0.0,False,0.0,0.0
2018-11-12,0,0.0,,0.0,0.0
2018-11-13,0,0.0,,0.0,0.0
2018-11-14,0,0.0,,0.0,0.0
2018-11-15,0,0.0,,0.0,0.0
2018-11-16,0,0.0,,0.0,0.0
2018-11-17,0,0.0,,0.0,0.0
2018-11-18,0,24.0,False,0.24,0.0
2018-11-19,0,24.0,,0.24,0.0
2018-11-20,0,24.0,,0.24,0.0
2018-11-21,94,24.0,,0.24,22.56
2018-11-22,0,24.0,,0.24,0.0
2018-11-23,0,24.0,,0.24,0.0
2018-11-24,0,24.0,,0.24,0.0
2018-11-25,0,26.0,False,0.26,0.0
2018-11-26,0,26.0,,0.26,0.0
2018-11-27,0,26.0,,0.26,0.0
2018-11-28,0,26.0,,0.26,0.0
2018-11-29,100,26.0,,0.26,26.0
2018-11-30,0,26.0,,0.26,0.0
2018-12-01,0,26.0,,0.26,0.0
2018-12-02,0,28.0,False,0.28,0.0
2018-12-03,0,28.0,,0.28,0.0
2018-12-04,0,28.0,,0.28,0.0
2018-12-05,0,28.0,,0.28,0.0
2018-12-06,0,28.0,,0.28,0.0
2018-12-07,79,28.0,,0.28,22.12
2018-12-08,0,28.0,,0.28,0.0
2018-12-09,0,28.0,False,0.28,0.0
2018-12-10,0,28.0,,0.28,0.0
2018-12-11,0,28.0,,0.28,0.0
2018-12-12,72,28.0,,0.28,20.160000000000004
2018-12-13,0,28.0,,0.28,0.0
2018-12-14,0,28.0,,0.28,0.0
2018-12-15,0,28.0,,0.28,0.0
2018-12-16,100,59.0,False,0.59,59.0
2018-12-17,72,59.0,,0.59,42.48
2018-12-18,0,59.0,,0.59,0.0
2018-12-19,0,59.0,,0.59,0.0
2018-12-20,0,59.0,,0.59,0.0
2018-12-21,0,59.0,,0.59,0.0
2018-12-22,0,59.0,,0.59,0.0
2018-12-23,0,0.0,False,0.0,0.0
2018-12-24,0,0.0,,0.0,0.0
2018-12-25,0,0.0,,0.0,0.0
2018-12-26,0,0.0,,0.0,0.0
2018-12-27,0,0.0,,0.0,0.0
2018-12-28,0,0.0,,0.0,0.0
2018-12-29,0,0.0,,0.0,0.0
2018-12-30,0,0.0,False,0.0,0.0
2018-12-31,0,0.0,,0.0,0.0
2019-02-01,0,,,,
2019-02-02,0,,,,
2019-02-03,0,0.0,False,0.0,0.0
2019-02-04,0,0.0,,0.0,0.0
2019-02-05,0,0.0,,0.0,0.0
2019-02-06,0,0.0,,0.0,0.0
2019-02-07,0,0.0,,0.0,0.0
2019-02-08,0,0.0,,0.0,0.0
2019-02-09,0,0.0,,0.0,0.0
2019-02-10,0,0.0,False,0.0,0.0
2019-02-11,0,0.0,,0.0,0.0
2019-02-12,0,0.0,,0.0,0.0
2019-02-13,0,0.0,,0.0,0.0
2019-02-14,0,0.0,,0.0,0.0
2019-02-15,0,0.0,,0.0,0.0
2019-02-16,0,0.0,,0.0,0.0
2019-02-17,0,93.0,False,0.93,0.0
2019-02-18,0,93.0,,0.93,0.0
2019-02-19,0,93.0,,0.93,0.0
2019-02-20,100,93.0,,0.93,93.0
2019-02-21,0,93.0,,0.93,0.0
2019-02-22,0,93.0,,0.93,0.0
2019-02-23,62,93.0,,0.93,57.660000000000004
2019-02-24,0,0.0,False,0.0,0.0
2019-02-25,0,0.0,,0.0,0.0
2019-02-26,0,0.0,,0.0,0.0
2019-02-27,0,0.0,,0.0,0.0
2019-02-28,0,0.0,,0.0,0.0
2019-03-01,0,0.0,,0.0,0.0
2019-03-02,0,0.0,,0.0,0.0
2019-03-03,0,31.0,False,0.31,0.0
2019-03-04,0,31.0,,0.31,0.0
2019-03-05,0,31.0,,0.31,0.0
2019-03-06,0,31.0,,0.31,0.0
2019-03-07,0,31.0,,0.31,0.0
2019-03-08,0,31.0,,0.31,0.0
2019-03-09,93,31.0,,0.31,28.83
2019-03-10,0,0.0,False,0.0,0.0
2019-03-11,0,0.0,,0.0,0.0
2019-03-12,0,0.0,,0.0,0.0
2019-03-13,0,0.0,,0.0,0.0
2019-03-14,0,0.0,,0.0,0.0
2019-03-15,0,0.0,,0.0,0.0
2019-03-16,0,0.0,,0.0,0.0
2019-03-17,0,32.0,False,0.32,0.0
2019-03-18,0,32.0,,0.32,0.0
2019-03-19,0,32.0,,0.32,0.0
2019-03-20,0,32.0,,0.32,0.0
2019-03-21,0,32.0,,0.32,0.0
2019-03-22,85,32.0,,0.32,27.2
2019-03-23,0,32.0,,0.32,0.0
2019-03-24,100,66.0,False,0.66,66.0
2019-03-25,0,66.0,,0.66,0.0
2019-03-26,0,66.0,,0.66,0.0
2019-03-27,0,66.0,,0.66,0.0
2019-03-28,80,66.0,,0.66,52.800000000000004
2019-03-29,0,66.0,,0.66,0.0
2019-03-30,0,66.0,,0.66,0.0
2019-03-31,0,100.0,False,1.0,0.0
2019-04-01,93,100.0,,1.0,93.0
2019-04-02,91,100.0,,1.0,91.0
2019-04-03,0,100.0,,1.0,0.0
2019-04-04,0,100.0,,1.0,0.0
2019-04-05,100,100.0,,1.0,100.0
2019-04-06,0,100.0,,1.0,0.0
2019-04-07,0,34.0,False,0.34,0.0
2019-04-08,0,34.0,,0.34,0.0
2019-04-09,90,34.0,,0.34,30.6
2019-04-10,0,34.0,,0.34,0.0
2019-04-11,0,34.0,,0.34,0.0
2019-04-12,0,34.0,,0.34,0.0
2019-04-13,0,34.0,,0.34,0.0
2019-04-14,0,0.0,False,0.0,0.0
2019-04-15,0,0.0,,0.0,0.0
2019-04-16,0,0.0,,0.0,0.0
2019-04-17,0,0.0,,0.0,0.0
2019-04-18,0,0.0,,0.0,0.0
2019-04-19,0,0.0,,0.0,0.0
2019-04-20,0,0.0,,0.0,0.0
2019-04-21,0,0.0,False,0.0,0.0
2019-04-22,0,0.0,,0.0,0.0
2019-04-23,0,0.0,,0.0,0.0
2019-04-24,0,0.0,,0.0,0.0
2019-04-25,0,0.0,,0.0,0.0
2019-04-26,0,0.0,,0.0,0.0
2019-04-27,0,0.0,,0.0,0.0
2019-04-28,0,0.0,False,0.0,0.0
2019-04-29,0,0.0,,0.0,0.0
2019-04-30,0,0.0,,0.0,0.0
2019-05-01,0,0.0,,0.0,0.0
2019-05-02,0,0.0,,0.0,0.0
2019-05-03,0,0.0,,0.0,0.0
2019-05-04,0,0.0,,0.0,0.0
2019-05-05,0,0.0,False,0.0,0.0
2019-05-06,0,0.0,,0.0,0.0
2019-05-07,0,0.0,,0.0,0.0
2019-05-08,0,0.0,,0.0,0.0
2019-05-09,0,0.0,,0.0,0.0
2019-05-10,0,0.0,,0.0,0.0
2019-05-11,0,0.0,,0.0,0.0
2019-05-12,0,0.0,False,0.0,0.0
2019-05-13,0,0.0,,0.0,0.0
2019-05-14,0,0.0,,0.0,0.0
2019-05-15,0,0.0,,0.0,0.0
2019-05-16,0,0.0,,0.0,0.0
2019-05-17,0,0.0,,0.0,0.0
2019-05-18,0,0.0,,0.0,0.0
2019-05-19,0,32.0,False,0.32,0.0
2019-05-20,0,32.0,,0.32,0.0
2019-05-21,0,32.0,,0.32,0.0
2019-05-22,100,32.0,,0.32,32.0
2019-05-23,0,32.0,,0.32,0.0
2019-05-24,0,32.0,,0.32,0.0
2019-05-25,0,32.0,,0.32,0.0
2019-05-26,0,31.0,False,0.31,0.0
2019-05-27,0,31.0,,0.31,0.0
2019-05-28,0,31.0,,0.31,0.0
2019-05-29,90,31.0,,0.31,27.9
2019-05-30,0,31.0,,0.31,0.0
2019-05-31,0,31.0,,0.31,0.0
2019-06-01,0,31.0,,0.31,0.0
2019-06-02,0,0.0,False,0.0,0.0
2019-06-03,0,0.0,,0.0,0.0
2019-06-04,0,0.0,,0.0,0.0
2019-06-05,0,0.0,,0.0,0.0
2019-06-06,83,0.0,,0.0,0.0
2019-06-07,0,0.0,,0.0,0.0
2019-06-08,0,0.0,,0.0,0.0
2019-06-09,100,30.0,False,0.3,30.0
2019-06-10,0,30.0,,0.3,0.0
2019-06-11,0,30.0,,0.3,0.0
2019-06-12,0,30.0,,0.3,0.0
2019-06-13,0,30.0,,0.3,0.0
2019-06-14,0,30.0,,0.3,0.0
2019-06-15,0,30.0,,0.3,0.0
2019-06-16,0,0.0,False,0.0,0.0
2019-06-17,0,0.0,,0.0,0.0
2019-06-18,0,0.0,,0.0,0.0
2019-06-19,0,0.0,,0.0,0.0
2019-06-20,0,0.0,,0.0,0.0
2019-06-21,0,0.0,,0.0,0.0
2019-06-22,0,0.0,,0.0,0.0
2019-06-23,0,0.0,False,0.0,0.0
2019-06-24,0,0.0,,0.0,0.0
2019-06-25,0,0.0,,0.0,0.0
2019-06-26,0,0.0,,0.0,0.0
2019-06-27,0,0.0,,0.0,0.0
2019-06-28,0,0.0,,0.0,0.0
2019-06-29,0,0.0,,0.0,0.0
2019-06-30,0,0.0,False,0.0,0.0
2019-07-01,0,0.0,,0.0,0.0
2019-07-02,0,0.0,,0.0,0.0
2019-07-03,0,0.0,,0.0,0.0
2019-07-04,0,0.0,,0.0,0.0
2019-07-05,0,0.0,,0.0,0.0
2019-07-06,0,0.0,,0.0,0.0
2019-07-07,0,0.0,False,0.0,0.0
2019-07-08,0,0.0,,0.0,0.0
2019-07-09,0,0.0,,0.0,0.0
2019-07-10,0,0.0,,0.0,0.0
2019-07-11,0,0.0,,0.0,0.0
2019-07-12,0,0.0,,0.0,0.0
2019-07-13,0,0.0,,0.0,0.0
2019-07-14,0,0.0,False,0.0,0.0
2019-07-15,0,0.0,,0.0,0.0
2019-07-16,0,0.0,,0.0,0.0
2019-07-17,0,0.0,,0.0,0.0
2019-07-18,0,0.0,,0.0,0.0
2019-07-19,0,0.0,,0.0,0.0
2019-07-20,0,0.0,,0.0,0.0
2019-07-21,0,31.0,False,0.31,0.0
2019-07-22,0,31.0,,0.31,0.0
2019-07-23,0,31.0,,0.31,0.0
2019-07-24,0,31.0,,0.31,0.0
2019-07-25,0,31.0,,0.31,0.0
2019-07-26,100,31.0,,0.31,31.0
2019-07-27,0,31.0,,0.31,0.0
2019-07-28,0,0.0,False,0.0,0.0
2019-07-29,0,0.0,,0.0,0.0
2019-07-30,0,0.0,,0.0,0.0
2019-07-31,0,0.0,,0.0,0.0
2019-08-01,0,0.0,,0.0,0.0
2019-08-02,0,0.0,,0.0,0.0
2019-08-03,0,0.0,,0.0,0.0
2019-08-04,0,32.0,False,0.32,0.0
2019-08-05,0,32.0,,0.32,0.0
2019-08-06,0,32.0,,0.32,0.0
2019-08-07,100,32.0,,0.32,32.0
2019-08-08,0,32.0,,0.32,0.0
2019-08-09,0,32.0,,0.32,0.0
2019-08-10,0,32.0,,0.32,0.0
2019-08-11,0,0.0,False,0.0,0.0
2019-08-12,0,0.0,,0.0,0.0
2019-08-13,0,0.0,,0.0,0.0
2019-08-14,0,0.0,,0.0,0.0
2019-08-15,0,0.0,,0.0,0.0
2019-08-16,0,0.0,,0.0,0.0
2019-08-17,0,0.0,,0.0,0.0
2019-08-18,0,0.0,False,0.0,0.0
2019-08-19,0,0.0,,0.0,0.0
2019-08-20,0,0.0,,0.0,0.0
2019-08-21,0,0.0,,0.0,0.0
2019-08-22,0,0.0,,0.0,0.0
2019-08-23,0,0.0,,0.0,0.0
2019-08-24,0,0.0,,0.0,0.0
2019-08-25,0,0.0,False,0.0,0.0
2019-08-26,0,0.0,,0.0,0.0
2019-08-27,0,0.0,,0.0,0.0
2019-08-28,0,0.0,,0.0,0.0
2019-08-29,0,0.0,,0.0,0.0
2019-08-30,0,0.0,,0.0,0.0
2019-08-31,0,0.0,,0.0,0.0
2019-09-01,0,0.0,False,0.0,0.0
2019-09-02,0,0.0,,0.0,0.0
2019-09-03,0,0.0,,0.0,0.0
2019-09-04,0,0.0,,0.0,0.0
2019-09-05,0,0.0,,0.0,0.0
2019-09-06,0,0.0,,0.0,0.0
2019-09-07,0,0.0,,0.0,0.0
2019-09-08,0,0.0,False,0.0,0.0
2019-09-09,0,0.0,,0.0,0.0
2019-09-10,0,0.0,,0.0,0.0
2019-09-11,0,0.0,,0.0,0.0
2019-09-12,0,0.0,,0.0,0.0
2019-09-13,0,0.0,,0.0,0.0
2019-09-14,0,0.0,,0.0,0.0
2019-09-15,0,60.0,False,0.6,0.0
2019-09-16,99,60.0,,0.6,59.4
2019-09-17,0,60.0,,0.6,0.0
2019-09-18,0,60.0,,0.6,0.0
2019-09-19,100,60.0,,0.6,60.0
2019-09-20,0,60.0,,0.6,0.0
2019-09-21,0,60.0,,0.6,0.0
2019-09-22,0,0.0,False,0.0,0.0
2019-09-23,0,0.0,,0.0,0.0
2019-09-24,0,0.0,,0.0,0.0
2019-09-25,0,0.0,,0.0,0.0
2019-09-26,0,0.0,,0.0,0.0
2019-09-27,0,0.0,,0.0,0.0
2019-09-28,0,0.0,,0.0,0.0
2019-09-29,0,0.0,False,0.0,0.0
2019-09-30,0,0.0,,0.0,0.0
2019-10-01,0,0.0,,0.0,0.0
2019-10-02,0,0.0,,0.0,0.0
2019-10-03,0,0.0,,0.0,0.0
2019-10-04,0,0.0,,0.0,0.0
2019-10-05,0,0.0,,0.0,0.0
2019-10-06,0,31.0,False,0.31,0.0
2019-10-07,0,31.0,,0.31,0.0
2019-10-08,0,31.0,,0.31,0.0
2019-10-09,0,31.0,,0.31,0.0
2019-10-10,0,31.0,,0.31,0.0
2019-10-11,100,31.0,,0.31,31.0
2019-10-12,0,31.0,,0.31,0.0
2019-10-13,0,30.0,False,0.3,0.0
2019-10-14,0,30.0,,0.3,0.0
2019-10-15,0,30.0,,0.3,0.0
2019-10-16,92,30.0,,0.3,27.599999999999998
2019-10-17,0,30.0,,0.3,0.0
2019-10-18,0,30.0,,0.3,0.0
2019-10-19,0,30.0,,0.3,0.0
2019-10-20,0,55.0,False,0.55,0.0
2019-10-21,0,55.0,,0.55,0.0
2019-10-22,85,55.0,,0.55,46.75000000000001
2019-10-23,88,55.0,,0.55,48.400000000000006
2019-10-24,0,55.0,,0.55,0.0
2019-10-25,0,55.0,,0.55,0.0
2019-10-26,0,55.0,,0.55,0.0
2019-10-27,0,0.0,False,0.0,0.0
2019-10-28,0,0.0,,0.0,0.0
2019-10-29,0,0.0,,0.0,0.0
2019-10-30,0,0.0,,0.0,0.0
2019-10-31,0,0.0,,0.0,0.0
2019-11-01,0,0.0,,0.0,0.0
2019-11-02,0,0.0,,0.0,0.0
2019-11-03,0,29.0,False,0.29,0.0
2019-11-04,0,29.0,,0.29,0.0
2019-11-05,0,29.0,,0.29,0.0
2019-11-06,90,29.0,,0.29,26.099999999999998
2019-11-07,0,29.0,,0.29,0.0
2019-11-08,0,29.0,,0.29,0.0
2019-11-09,0,29.0,,0.29,0.0
2019-11-10,0,0.0,False,0.0,0.0
2019-11-11,0,0.0,,0.0,0.0
2019-11-12,0,0.0,,0.0,0.0
2019-11-13,0,0.0,,0.0,0.0
2019-11-14,0,0.0,,0.0,0.0
2019-11-15,0,0.0,,0.0,0.0
2019-11-16,0,0.0,,0.0,0.0
2019-11-17,0,0.0,False,0.0,0.0
2019-11-18,0,0.0,,0.0,0.0
2019-11-19,0,0.0,,0.0,0.0
2019-11-20,0,0.0,,0.0,0.0
2019-11-21,0,0.0,,0.0,0.0
2019-11-22,0,0.0,,0.0,0.0
2019-11-23,0,0.0,,0.0,0.0
2019-11-24,0,30.0,False,0.3,0.0
2019-11-25,0,30.0,,0.3,0.0
2019-11-26,0,30.0,,0.3,0.0
2019-11-27,0,30.0,,0.3,0.0
2019-11-28,100,30.0,,0.3,30.0
2019-11-29,0,30.0,,0.3,0.0
2019-11-30,0,30.0,,0.3,0.0
2019-12-01,0,0.0,False,0.0,0.0
2019-12-02,0,0.0,,0.0,0.0
2019-12-03,0,0.0,,0.0,0.0
2019-12-04,0,0.0,,0.0,0.0
2019-12-05,0,0.0,,0.0,0.0
2019-12-06,0,0.0,,0.0,0.0
2019-12-07,0,0.0,,0.0,0.0
2019-12-08,55,33.0,False,0.33,18.150000000000002
2019-12-09,0,33.0,,0.33,0.0
2019-12-10,0,33.0,,0.33,0.0
2019-12-11,0,33.0,,0.33,0.0
2019-12-12,0,33.0,,0.33,0.0
2019-12-13,0,33.0,,0.33,0.0
2019-12-14,0,33.0,,0.33,0.0
2019-12-15,0,32.0,False,0.32,0.0
2019-12-16,0,32.0,,0.32,0.0
2019-12-17,0,32.0,,0.32,0.0
2019-12-18,0,32.0,,0.32,0.0
2019-12-19,0,32.0,,0.32,0.0
2019-12-20,0,32.0,,0.32,0.0
2019-12-21,46,32.0,,0.32,14.72
2019-12-22,100,74.0,False,0.74,74.0
2019-12-23,0,74.0,,0.74,0.0
2019-12-24,0,74.0,,0.74,0.0
2019-12-25,0,74.0,,0.74,0.0
2019-12-26,0,74.0,,0.74,0.0
2019-12-27,0,74.0,,0.74,0.0
2019-12-28,0,74.0,,0.74,0.0
2019-12-29,0,37.0,False,0.37,0.0
2019-12-30,0,37.0,,0.37,0.0
2019-12-31,0,37.0,,0.37,0.0
